month,weekday,is_holiday,site,hist_avg_tourists,hist_avg_temp,hist_avg_precip,hist_event_count,hist_trend_score,tourists,date,condition
4,3,0,Ramnagar,306.14285714285717,34.45714285714286,2.7142857142857144,0.8571428571428571,58.142857142857146,163,2024-04-04,Mild
4,4,0,Ramnagar,319.57142857142856,35.34285714285714,2.971428571428571,1.0,60.142857142857146,297,2024-04-05,Suitable
4,5,0,Ramnagar,291.85714285714283,36.442857142857136,3.0857142857142854,1.0,40.714285714285715,331,2024-04-06,Overcrowded
4,6,0,Ramnagar,246.71428571428572,35.385714285714286,2.6000000000000005,0.5714285714285714,41.285714285714285,314,2024-04-07,Overcrowded
4,0,0,Ramnagar,312.0,35.957142857142856,3.128571428571429,0.5714285714285714,47.142857142857146,278,2024-04-08,Suitable
4,1,0,Ramnagar,279.0,37.357142857142854,3.2571428571428576,1.4285714285714286,57.857142857142854,250,2024-04-09,Suitable
4,2,0,Ramnagar,296.2857142857143,36.32857142857142,2.757142857142857,1.8571428571428572,44.285714285714285,251,2024-04-10,Suitable
4,3,1,Ramnagar,325.2857142857143,35.15714285714286,3.042857142857143,0.7142857142857143,46.857142857142854,354,2024-04-11,Overcrowded
4,4,0,Ramnagar,272.57142857142856,35.357142857142854,3.3285714285714287,1.1428571428571428,52.857142857142854,285,2024-04-12,Suitable
4,5,0,Ramnagar,269.7142857142857,35.01428571428571,2.9285714285714284,1.2857142857142858,58.285714285714285,317,2024-04-13,Overcrowded
4,6,1,Ramnagar,307.57142857142856,36.74285714285714,2.9857142857142853,0.5714285714285714,42.142857142857146,327,2024-04-14,Overcrowded
4,0,0,Ramnagar,294.7142857142857,35.628571428571426,3.2142857142857144,0.7142857142857143,45.142857142857146,367,2024-04-15,Overcrowded
4,1,0,Ramnagar,321.42857142857144,35.54285714285714,3.5,0.8571428571428571,57.42857142857143,286,2024-04-16,Suitable
4,2,1,Ramnagar,315.14285714285717,34.15714285714286,2.5,1.7142857142857142,35.42857142857143,327,2024-04-17,Overcrowded
4,3,0,Ramnagar,304.42857142857144,35.57142857142857,3.257142857142857,0.2857142857142857,54.57142857142857,343,2024-04-18,Overcrowded
4,4,0,Ramnagar,286.57142857142856,37.042857142857144,2.2714285714285714,0.7142857142857143,60.0,234,2024-04-19,Suitable
4,5,0,Ramnagar,311.85714285714283,36.15714285714286,2.485714285714286,1.2857142857142858,63.142857142857146,317,2024-04-20,Overcrowded
4,6,1,Ramnagar,294.85714285714283,36.885714285714286,2.928571428571428,1.1428571428571428,49.42857142857143,271,2024-04-21,Suitable
4,0,0,Ramnagar,272.42857142857144,37.92857142857143,3.057142857142857,1.0,46.42857142857143,257,2024-04-22,Suitable
4,1,0,Ramnagar,246.85714285714286,35.57142857142857,2.257142857142857,0.2857142857142857,45.42857142857143,267,2024-04-23,Suitable
4,2,0,Ramnagar,309.85714285714283,36.628571428571426,2.857142857142857,1.1428571428571428,59.857142857142854,363,2024-04-24,Overcrowded
4,3,0,Ramnagar,304.7142857142857,35.81428571428571,2.557142857142857,1.0,47.714285714285715,337,2024-04-25,Overcrowded
4,4,0,Ramnagar,295.0,33.0,2.8714285714285714,1.4285714285714286,58.714285714285715,300,2024-04-26,Suitable
4,5,0,Ramnagar,311.14285714285717,36.17142857142857,3.142857142857143,0.8571428571428571,42.57142857142857,281,2024-04-27,Suitable
4,6,0,Ramnagar,315.0,35.05714285714286,2.9142857142857146,0.7142857142857143,44.714285714285715,310,2024-04-28,Overcrowded
4,0,0,Ramnagar,304.57142857142856,34.58571428571429,2.9,0.8571428571428571,55.57142857142857,354,2024-04-29,Overcrowded
4,1,0,Ramnagar,286.57142857142856,36.214285714285715,3.5428571428571423,0.7142857142857143,40.285714285714285,256,2024-04-30,Suitable
5,2,0,Ramnagar,317.85714285714283,34.971428571428575,2.9857142857142853,0.0,55.714285714285715,349,2024-05-01,Overcrowded
5,3,0,Ramnagar,353.42857142857144,34.18571428571428,2.3857142857142857,0.0,53.42857142857143,347,2024-05-02,Overcrowded
5,4,0,Ramnagar,301.2857142857143,36.142857142857146,3.1142857142857143,0.2857142857142857,57.57142857142857,305,2024-05-03,Overcrowded
5,5,0,Ramnagar,316.42857142857144,35.028571428571425,3.3285714285714287,0.42857142857142855,39.285714285714285,242,2024-05-04,Suitable
5,6,0,Ramnagar,318.2857142857143,36.785714285714285,2.742857142857143,0.42857142857142855,49.0,283,2024-05-05,Suitable
5,0,0,Ramnagar,313.14285714285717,34.84285714285715,3.5142857142857147,0.0,42.285714285714285,374,2024-05-06,Overcrowded
5,1,0,Ramnagar,304.42857142857144,36.42857142857143,3.4571428571428577,0.2857142857142857,49.714285714285715,311,2024-05-07,Overcrowded
5,2,0,Ramnagar,298.7142857142857,35.34285714285714,3.1571428571428575,0.14285714285714285,41.714285714285715,297,2024-05-08,Suitable
5,3,0,Ramnagar,274.85714285714283,36.128571428571426,3.0428571428571423,0.2857142857142857,59.42857142857143,207,2024-05-09,Suitable
5,4,0,Ramnagar,297.42857142857144,35.14285714285714,2.542857142857143,0.0,41.0,263,2024-05-10,Suitable
5,5,0,Ramnagar,303.2857142857143,33.41428571428571,2.7857142857142856,0.0,49.285714285714285,298,2024-05-11,Suitable
5,6,0,Ramnagar,312.85714285714283,33.95714285714285,2.6000000000000005,0.0,52.142857142857146,347,2024-05-12,Overcrowded
5,0,0,Ramnagar,283.14285714285717,35.01428571428571,3.1571428571428575,0.14285714285714285,46.285714285714285,265,2024-05-13,Suitable
5,1,0,Ramnagar,288.0,34.371428571428574,2.857142857142857,0.42857142857142855,46.285714285714285,251,2024-05-14,Suitable
5,2,0,Ramnagar,299.14285714285717,34.77142857142858,2.7857142857142856,0.14285714285714285,50.57142857142857,259,2024-05-15,Suitable
5,3,0,Ramnagar,310.85714285714283,34.18571428571429,3.771428571428571,0.14285714285714285,56.285714285714285,389,2024-05-16,Overcrowded
5,4,0,Ramnagar,299.57142857142856,35.92857142857142,2.971428571428571,0.14285714285714285,48.285714285714285,290,2024-05-17,Suitable
5,5,0,Ramnagar,329.14285714285717,35.385714285714286,3.285714285714285,0.14285714285714285,51.142857142857146,380,2024-05-18,Overcrowded
5,6,0,Ramnagar,306.0,33.91428571428572,3.3285714285714283,0.0,56.42857142857143,279,2024-05-19,Suitable
5,0,0,Ramnagar,269.7142857142857,33.82857142857143,3.1142857142857143,0.42857142857142855,58.714285714285715,274,2024-05-20,Suitable
5,1,0,Ramnagar,336.14285714285717,35.771428571428565,2.2,0.2857142857142857,44.57142857142857,376,2024-05-21,Overcrowded
5,2,0,Ramnagar,323.0,34.228571428571435,2.657142857142857,0.2857142857142857,54.42857142857143,320,2024-05-22,Overcrowded
5,3,1,Ramnagar,295.14285714285717,35.357142857142854,2.628571428571429,0.0,56.714285714285715,285,2024-05-23,Suitable
5,4,0,Ramnagar,302.14285714285717,36.81428571428571,3.2,0.2857142857142857,51.285714285714285,350,2024-05-24,Overcrowded
5,5,0,Ramnagar,328.7142857142857,33.25714285714285,2.8857142857142857,0.8571428571428571,58.0,407,2024-05-25,Overcrowded
5,6,0,Ramnagar,336.7142857142857,34.98571428571429,3.142857142857143,0.14285714285714285,47.42857142857143,344,2024-05-26,Overcrowded
5,0,0,Ramnagar,284.57142857142856,35.31428571428571,2.2714285714285714,0.2857142857142857,42.57142857142857,263,2024-05-27,Suitable
5,1,0,Ramnagar,283.0,36.42857142857143,2.985714285714286,0.0,41.142857142857146,311,2024-05-28,Overcrowded
5,2,0,Ramnagar,246.14285714285714,32.48571428571429,3.1285714285714286,0.2857142857142857,45.857142857142854,230,2024-05-29,Suitable
5,3,0,Ramnagar,291.7142857142857,35.871428571428574,2.7142857142857144,0.14285714285714285,48.857142857142854,320,2024-05-30,Overcrowded
5,4,0,Ramnagar,292.42857142857144,33.285714285714285,2.842857142857143,0.14285714285714285,42.714285714285715,238,2024-05-31,Suitable
6,5,0,Ramnagar,294.14285714285717,31.242857142857144,2.557142857142857,0.42857142857142855,56.0,362,2024-06-01,Overcrowded
6,6,0,Ramnagar,284.0,30.0,2.8857142857142857,0.14285714285714285,49.0,327,2024-06-02,Overcrowded
6,0,0,Ramnagar,325.0,28.52857142857143,2.685714285714286,0.14285714285714285,52.42857142857143,362,2024-06-03,Overcrowded
6,1,0,Ramnagar,309.2857142857143,31.042857142857144,3.1428571428571423,0.0,65.14285714285714,269,2024-06-04,Suitable
6,2,0,Ramnagar,285.7142857142857,28.185714285714283,3.5857142857142854,0.0,47.0,305,2024-06-05,Overcrowded
6,3,0,Ramnagar,296.0,30.514285714285712,3.3714285714285714,0.14285714285714285,44.42857142857143,305,2024-06-06,Overcrowded
6,4,0,Ramnagar,295.57142857142856,30.342857142857138,3.3857142857142857,0.0,47.142857142857146,248,2024-06-07,Suitable
6,5,0,Ramnagar,286.2857142857143,31.457142857142856,3.3714285714285723,0.14285714285714285,61.142857142857146,336,2024-06-08,Overcrowded
6,6,0,Ramnagar,297.85714285714283,30.75714285714285,3.0,0.2857142857142857,63.57142857142857,340,2024-06-09,Overcrowded
6,0,0,Ramnagar,291.57142857142856,30.657142857142862,3.357142857142857,0.0,54.57142857142857,280,2024-06-10,Suitable
6,1,0,Ramnagar,351.0,31.757142857142856,2.728571428571428,0.14285714285714285,47.714285714285715,337,2024-06-11,Overcrowded
6,2,0,Ramnagar,280.42857142857144,31.32857142857143,3.042857142857143,0.42857142857142855,51.714285714285715,298,2024-06-12,Suitable
6,3,0,Ramnagar,291.57142857142856,31.571428571428573,2.685714285714286,0.0,54.714285714285715,313,2024-06-13,Overcrowded
6,4,0,Ramnagar,318.7142857142857,32.01428571428571,2.2714285714285714,0.0,34.714285714285715,241,2024-06-14,Suitable
6,5,0,Ramnagar,320.57142857142856,32.32857142857143,2.3285714285714283,0.2857142857142857,51.0,339,2024-06-15,Overcrowded
6,6,0,Ramnagar,328.0,30.042857142857144,2.7428571428571433,0.14285714285714285,41.0,380,2024-06-16,Overcrowded
6,0,1,Ramnagar,318.57142857142856,30.671428571428574,3.1857142857142864,0.2857142857142857,30.285714285714285,338,2024-06-17,Overcrowded
6,1,0,Ramnagar,324.2857142857143,29.928571428571427,2.914285714285714,0.14285714285714285,32.142857142857146,282,2024-06-18,Suitable
6,2,0,Ramnagar,283.14285714285717,30.157142857142855,2.8428571428571425,0.0,57.57142857142857,231,2024-06-19,Suitable
6,3,0,Ramnagar,289.7142857142857,30.342857142857145,2.5285714285714285,0.42857142857142855,39.714285714285715,120,2024-06-20,Mild
6,4,0,Ramnagar,296.85714285714283,30.785714285714285,3.514285714285714,0.0,62.714285714285715,351,2024-06-21,Overcrowded
6,5,0,Ramnagar,293.85714285714283,31.828571428571426,3.1000000000000005,0.2857142857142857,50.57142857142857,330,2024-06-22,Overcrowded
6,6,0,Ramnagar,295.57142857142856,28.9,2.885714285714286,0.14285714285714285,50.0,294,2024-06-23,Suitable
6,0,0,Ramnagar,288.57142857142856,30.699999999999996,3.457142857142857,0.2857142857142857,41.0,198,2024-06-24,Suitable
6,1,0,Ramnagar,322.42857142857144,31.12857142857143,2.757142857142857,0.14285714285714285,39.142857142857146,386,2024-06-25,Overcrowded
6,2,0,Ramnagar,301.42857142857144,30.657142857142862,3.257142857142857,0.0,43.142857142857146,225,2024-06-26,Suitable
6,3,0,Ramnagar,275.57142857142856,33.1,3.3428571428571425,0.2857142857142857,58.285714285714285,216,2024-06-27,Suitable
6,4,0,Ramnagar,325.2857142857143,29.785714285714285,3.1142857142857143,0.2857142857142857,46.285714285714285,337,2024-06-28,Overcrowded
6,5,0,Ramnagar,298.2857142857143,30.41428571428571,2.8285714285714287,0.14285714285714285,57.42857142857143,304,2024-06-29,Overcrowded
6,6,0,Ramnagar,297.2857142857143,30.557142857142857,3.842857142857144,0.14285714285714285,60.0,329,2024-06-30,Overcrowded
7,0,0,Ramnagar,175.28571428571428,25.25714285714286,8.142857142857142,0.14285714285714285,39.285714285714285,112,2024-07-01,Mild
7,1,0,Ramnagar,187.14285714285714,26.185714285714283,8.1,0.14285714285714285,49.42857142857143,206,2024-07-02,Suitable
7,2,0,Ramnagar,211.57142857142858,25.95714285714286,8.242857142857142,0.0,52.285714285714285,263,2024-07-03,Suitable
7,3,0,Ramnagar,204.57142857142858,25.128571428571426,7.6,0.42857142857142855,61.0,225,2024-07-04,Suitable
7,4,0,Ramnagar,195.71428571428572,23.599999999999998,7.857142857142857,0.14285714285714285,60.857142857142854,163,2024-07-05,Mild
7,5,0,Ramnagar,220.57142857142858,26.914285714285715,8.557142857142857,0.14285714285714285,52.57142857142857,268,2024-07-06,Suitable
7,6,0,Ramnagar,220.42857142857142,25.514285714285712,8.442857142857143,0.5714285714285714,41.857142857142854,326,2024-07-07,Overcrowded
7,0,0,Ramnagar,186.57142857142858,26.685714285714287,7.8428571428571425,0.14285714285714285,43.0,136,2024-07-08,Mild
7,1,0,Ramnagar,178.57142857142858,27.371428571428574,7.957142857142857,0.42857142857142855,50.57142857142857,206,2024-07-09,Suitable
7,2,0,Ramnagar,195.71428571428572,25.485714285714284,8.042857142857143,0.42857142857142855,53.142857142857146,210,2024-07-10,Suitable
7,3,0,Ramnagar,215.85714285714286,27.97142857142857,7.885714285714285,0.42857142857142855,56.714285714285715,213,2024-07-11,Suitable
7,4,0,Ramnagar,207.0,25.828571428571426,8.214285714285714,0.2857142857142857,48.857142857142854,247,2024-07-12,Suitable
7,5,0,Ramnagar,156.85714285714286,26.17142857142857,7.842857142857143,0.0,40.142857142857146,155,2024-07-13,Mild
7,6,0,Ramnagar,193.57142857142858,25.142857142857142,8.242857142857142,0.42857142857142855,52.57142857142857,158,2024-07-14,Mild
7,0,0,Ramnagar,183.14285714285714,26.671428571428567,7.771428571428571,0.2857142857142857,55.857142857142854,251,2024-07-15,Suitable
7,1,0,Ramnagar,214.28571428571428,25.785714285714285,7.914285714285714,0.0,43.857142857142854,162,2024-07-16,Mild
7,2,1,Ramnagar,206.14285714285714,25.542857142857144,7.385714285714285,0.14285714285714285,56.57142857142857,176,2024-07-17,Mild
7,3,0,Ramnagar,221.57142857142858,23.885714285714283,7.728571428571429,0.14285714285714285,50.142857142857146,208,2024-07-18,Suitable
7,4,0,Ramnagar,222.57142857142858,25.02857142857143,7.828571428571429,0.2857142857142857,35.857142857142854,287,2024-07-19,Suitable
7,5,0,Ramnagar,175.57142857142858,26.8,8.257142857142856,0.0,54.714285714285715,164,2024-07-20,Mild
7,6,0,Ramnagar,193.85714285714286,26.114285714285717,8.128571428571428,0.0,59.142857142857146,179,2024-07-21,Mild
7,0,0,Ramnagar,190.85714285714286,23.5,8.157142857142857,0.2857142857142857,46.0,176,2024-07-22,Mild
7,1,0,Ramnagar,185.57142857142858,25.385714285714283,7.542857142857143,0.14285714285714285,43.857142857142854,161,2024-07-23,Mild
7,2,0,Ramnagar,190.0,25.24285714285714,7.971428571428571,0.42857142857142855,38.42857142857143,209,2024-07-24,Suitable
7,3,0,Ramnagar,197.14285714285714,23.6,8.271428571428572,0.0,52.142857142857146,160,2024-07-25,Mild
7,4,0,Ramnagar,210.57142857142858,28.814285714285713,7.657142857142857,0.14285714285714285,43.42857142857143,137,2024-07-26,Mild
7,5,0,Ramnagar,202.42857142857142,26.814285714285713,7.628571428571428,0.2857142857142857,40.42857142857143,211,2024-07-27,Suitable
7,6,0,Ramnagar,218.14285714285714,25.885714285714283,7.8999999999999995,0.0,48.142857142857146,166,2024-07-28,Mild
7,0,0,Ramnagar,213.85714285714286,26.942857142857143,7.7,0.2857142857142857,35.42857142857143,223,2024-07-29,Suitable
7,1,0,Ramnagar,172.85714285714286,27.328571428571426,7.828571428571428,0.2857142857142857,47.714285714285715,229,2024-07-30,Suitable
7,2,0,Ramnagar,213.85714285714286,28.171428571428574,8.428571428571429,0.42857142857142855,53.714285714285715,189,2024-07-31,Mild
8,3,0,Ramnagar,212.14285714285714,20.057142857142857,8.37142857142857,0.2857142857142857,43.714285714285715,174,2024-08-01,Mild
8,4,0,Ramnagar,211.28571428571428,20.400000000000002,8.414285714285715,0.14285714285714285,49.714285714285715,138,2024-08-02,Mild
8,5,0,Ramnagar,263.14285714285717,22.785714285714285,8.371428571428572,0.14285714285714285,42.142857142857146,268,2024-08-03,Suitable
8,6,0,Ramnagar,203.42857142857142,20.67142857142857,7.757142857142857,0.5714285714285714,54.857142857142854,209,2024-08-04,Suitable
8,0,0,Ramnagar,246.28571428571428,19.52857142857143,7.242857142857143,0.2857142857142857,57.285714285714285,289,2024-08-05,Suitable
8,1,0,Ramnagar,216.71428571428572,21.6,7.8428571428571425,0.2857142857142857,51.0,160,2024-08-06,Mild
8,2,0,Ramnagar,225.28571428571428,21.557142857142853,8.185714285714287,0.14285714285714285,53.857142857142854,168,2024-08-07,Mild
8,3,0,Ramnagar,185.42857142857142,19.900000000000002,7.571428571428571,0.2857142857142857,54.857142857142854,168,2024-08-08,Mild
8,4,0,Ramnagar,201.57142857142858,19.714285714285715,8.071428571428571,0.14285714285714285,43.42857142857143,188,2024-08-09,Mild
8,5,0,Ramnagar,196.0,21.400000000000002,7.5857142857142845,0.42857142857142855,48.57142857142857,127,2024-08-10,Mild
8,6,0,Ramnagar,217.0,20.67142857142857,8.22857142857143,0.0,53.714285714285715,253,2024-08-11,Suitable
8,0,0,Ramnagar,194.28571428571428,21.099999999999998,7.671428571428572,0.14285714285714285,59.57142857142857,130,2024-08-12,Mild
8,1,0,Ramnagar,199.71428571428572,22.471428571428568,8.342857142857143,0.14285714285714285,40.42857142857143,193,2024-08-13,Mild
8,2,0,Ramnagar,211.0,21.185714285714287,7.228571428571428,0.14285714285714285,41.857142857142854,174,2024-08-14,Mild
8,3,1,Ramnagar,216.85714285714286,22.228571428571428,7.571428571428572,0.2857142857142857,42.42857142857143,200,2024-08-15,Suitable
8,4,0,Ramnagar,221.71428571428572,20.300000000000004,8.4,0.0,57.714285714285715,202,2024-08-16,Suitable
8,5,0,Ramnagar,185.14285714285714,20.585714285714285,7.485714285714286,0.2857142857142857,49.57142857142857,138,2024-08-17,Mild
8,6,0,Ramnagar,209.71428571428572,21.014285714285712,7.471428571428571,0.2857142857142857,46.42857142857143,237,2024-08-18,Suitable
8,0,0,Ramnagar,196.0,22.014285714285712,8.371428571428572,0.42857142857142855,53.285714285714285,190,2024-08-19,Mild
8,1,0,Ramnagar,188.28571428571428,21.400000000000002,8.071428571428573,0.14285714285714285,52.57142857142857,72,2024-08-20,Mild
8,2,0,Ramnagar,220.28571428571428,21.94285714285714,7.785714285714286,0.2857142857142857,57.857142857142854,236,2024-08-21,Suitable
8,3,0,Ramnagar,175.57142857142858,23.585714285714285,8.114285714285716,0.0,55.142857142857146,131,2024-08-22,Mild
8,4,0,Ramnagar,208.85714285714286,20.314285714285713,7.685714285714286,0.5714285714285714,63.42857142857143,185,2024-08-23,Mild
8,5,0,Ramnagar,187.57142857142858,21.61428571428571,7.442857142857142,0.2857142857142857,46.42857142857143,190,2024-08-24,Mild
8,6,0,Ramnagar,184.57142857142858,20.471428571428568,7.428571428571429,0.2857142857142857,54.0,133,2024-08-25,Mild
8,0,1,Ramnagar,241.28571428571428,21.185714285714287,7.542857142857143,0.2857142857142857,48.42857142857143,256,2024-08-26,Suitable
8,1,0,Ramnagar,199.42857142857142,21.914285714285715,8.242857142857142,0.2857142857142857,57.57142857142857,233,2024-08-27,Suitable
8,2,0,Ramnagar,230.85714285714286,21.085714285714285,7.985714285714286,0.14285714285714285,51.857142857142854,159,2024-08-28,Mild
8,3,0,Ramnagar,208.42857142857142,20.457142857142856,7.614285714285714,0.14285714285714285,43.0,185,2024-08-29,Mild
8,4,0,Ramnagar,203.28571428571428,20.357142857142858,8.028571428571428,0.2857142857142857,47.285714285714285,165,2024-08-30,Mild
8,5,0,Ramnagar,173.42857142857142,22.385714285714283,7.7857142857142865,0.2857142857142857,47.42857142857143,158,2024-08-31,Mild
9,6,0,Ramnagar,303.7142857142857,15.942857142857141,2.9142857142857146,0.14285714285714285,50.142857142857146,316,2024-09-01,Overcrowded
9,0,0,Ramnagar,298.57142857142856,16.085714285714285,3.2571428571428567,0.2857142857142857,49.57142857142857,248,2024-09-02,Suitable
9,1,0,Ramnagar,277.7142857142857,17.585714285714282,3.157142857142857,0.14285714285714285,52.42857142857143,290,2024-09-03,Suitable
9,2,0,Ramnagar,307.14285714285717,13.899999999999997,2.857142857142857,0.2857142857142857,45.714285714285715,214,2024-09-04,Suitable
9,3,0,Ramnagar,304.0,18.228571428571428,2.8000000000000003,0.2857142857142857,54.142857142857146,305,2024-09-05,Overcrowded
9,4,0,Ramnagar,279.42857142857144,18.585714285714285,2.757142857142857,0.14285714285714285,41.0,291,2024-09-06,Suitable
9,5,0,Ramnagar,289.2857142857143,16.257142857142856,3.8285714285714283,0.42857142857142855,55.142857142857146,280,2024-09-07,Suitable
9,6,0,Ramnagar,263.57142857142856,18.828571428571426,3.0857142857142854,0.14285714285714285,51.42857142857143,273,2024-09-08,Suitable
9,0,0,Ramnagar,289.42857142857144,16.75714285714286,2.9285714285714284,0.14285714285714285,53.57142857142857,362,2024-09-09,Overcrowded
9,1,0,Ramnagar,283.57142857142856,18.428571428571427,2.6714285714285713,0.0,57.285714285714285,253,2024-09-10,Suitable
9,2,0,Ramnagar,304.7142857142857,17.928571428571427,3.0285714285714285,0.14285714285714285,54.142857142857146,287,2024-09-11,Suitable
9,3,0,Ramnagar,343.57142857142856,16.414285714285715,2.4,0.5714285714285714,39.57142857142857,293,2024-09-12,Suitable
9,4,0,Ramnagar,324.2857142857143,15.957142857142857,2.8,0.14285714285714285,47.57142857142857,256,2024-09-13,Suitable
9,5,0,Ramnagar,314.7142857142857,18.87142857142857,3.028571428571429,0.0,56.142857142857146,269,2024-09-14,Suitable
9,6,0,Ramnagar,281.42857142857144,18.328571428571426,2.9857142857142853,0.14285714285714285,49.42857142857143,256,2024-09-15,Suitable
9,0,1,Ramnagar,293.0,17.571428571428573,3.1,0.2857142857142857,53.857142857142854,396,2024-09-16,Overcrowded
9,1,0,Ramnagar,302.42857142857144,16.671428571428574,3.357142857142857,0.2857142857142857,54.57142857142857,242,2024-09-17,Suitable
9,2,0,Ramnagar,322.57142857142856,15.271428571428572,3.4285714285714284,0.2857142857142857,54.42857142857143,351,2024-09-18,Overcrowded
9,3,0,Ramnagar,290.85714285714283,16.357142857142858,3.6571428571428575,0.14285714285714285,36.857142857142854,292,2024-09-19,Suitable
9,4,0,Ramnagar,261.57142857142856,16.785714285714285,2.314285714285714,0.14285714285714285,47.57142857142857,286,2024-09-20,Suitable
9,5,0,Ramnagar,298.85714285714283,17.428571428571427,3.114285714285714,0.14285714285714285,51.857142857142854,393,2024-09-21,Overcrowded
9,6,0,Ramnagar,305.85714285714283,17.32857142857143,2.185714285714286,0.14285714285714285,69.0,229,2024-09-22,Suitable
9,0,0,Ramnagar,280.57142857142856,17.085714285714285,3.285714285714286,0.0,55.714285714285715,290,2024-09-23,Suitable
9,1,0,Ramnagar,321.7142857142857,15.671428571428567,2.6142857142857143,0.14285714285714285,46.0,367,2024-09-24,Overcrowded
9,2,0,Ramnagar,270.2857142857143,17.442857142857143,2.6857142857142855,0.0,40.714285714285715,253,2024-09-25,Suitable
9,3,0,Ramnagar,302.7142857142857,18.314285714285713,2.971428571428571,0.42857142857142855,50.42857142857143,299,2024-09-26,Suitable
9,4,0,Ramnagar,313.14285714285717,15.528571428571427,3.4,0.42857142857142855,52.57142857142857,273,2024-09-27,Suitable
9,5,0,Ramnagar,306.42857142857144,18.442857142857147,2.8000000000000003,0.2857142857142857,59.0,344,2024-09-28,Overcrowded
9,6,0,Ramnagar,297.0,17.842857142857145,2.214285714285714,0.0,49.0,355,2024-09-29,Overcrowded
9,0,0,Ramnagar,318.57142857142856,17.871428571428574,2.6,0.2857142857142857,52.42857142857143,335,2024-09-30,Overcrowded
10,1,0,Ramnagar,299.85714285714283,13.585714285714287,3.1285714285714286,0.2857142857142857,49.285714285714285,258,2024-10-01,Suitable
10,2,1,Ramnagar,273.42857142857144,13.757142857142858,3.2857142857142856,1.0,55.285714285714285,306,2024-10-02,Overcrowded
10,3,0,Ramnagar,268.0,15.671428571428573,2.9857142857142853,0.5714285714285714,57.142857142857146,390,2024-10-03,Overcrowded
10,4,0,Ramnagar,330.0,18.1,2.8285714285714287,1.0,41.142857142857146,329,2024-10-04,Overcrowded
10,5,0,Ramnagar,331.57142857142856,16.6,3.814285714285714,0.42857142857142855,44.57142857142857,389,2024-10-05,Overcrowded
10,6,0,Ramnagar,290.2857142857143,16.485714285714288,2.4714285714285715,1.0,42.285714285714285,228,2024-10-06,Suitable
10,0,0,Ramnagar,283.0,14.142857142857142,2.7,0.2857142857142857,55.857142857142854,320,2024-10-07,Overcrowded
10,1,0,Ramnagar,339.14285714285717,15.328571428571431,2.5142857142857147,0.8571428571428571,40.57142857142857,354,2024-10-08,Overcrowded
10,2,0,Ramnagar,310.57142857142856,16.757142857142856,3.2714285714285714,0.8571428571428571,55.42857142857143,337,2024-10-09,Overcrowded
10,3,0,Ramnagar,304.7142857142857,15.928571428571429,3.4857142857142853,1.4285714285714286,58.57142857142857,292,2024-10-10,Suitable
10,4,0,Ramnagar,296.7142857142857,14.314285714285715,2.6714285714285717,0.5714285714285714,54.0,265,2024-10-11,Suitable
10,5,1,Ramnagar,284.42857142857144,16.4,3.3,1.7142857142857142,37.714285714285715,295,2024-10-12,Suitable
10,6,0,Ramnagar,326.57142857142856,14.499999999999998,3.471428571428572,0.8571428571428571,52.142857142857146,350,2024-10-13,Overcrowded
10,0,0,Ramnagar,307.0,14.842857142857143,2.8714285714285714,1.2857142857142858,42.714285714285715,416,2024-10-14,Overcrowded
10,1,0,Ramnagar,294.0,15.642857142857142,2.7571428571428567,0.8571428571428571,51.0,369,2024-10-15,Overcrowded
10,2,0,Ramnagar,284.2857142857143,15.27142857142857,3.2857142857142856,1.5714285714285714,49.142857142857146,345,2024-10-16,Overcrowded
10,3,0,Ramnagar,318.42857142857144,15.871428571428572,3.1714285714285713,0.8571428571428571,54.57142857142857,331,2024-10-17,Overcrowded
10,4,0,Ramnagar,307.85714285714283,16.842857142857145,3.514285714285715,0.7142857142857143,59.0,336,2024-10-18,Overcrowded
10,5,0,Ramnagar,311.42857142857144,15.585714285714287,2.8,1.4285714285714286,52.42857142857143,286,2024-10-19,Suitable
10,6,0,Ramnagar,258.14285714285717,16.914285714285715,2.8714285714285714,0.8571428571428571,53.0,263,2024-10-20,Suitable
10,0,0,Ramnagar,311.7142857142857,13.742857142857144,3.028571428571429,0.42857142857142855,52.57142857142857,214,2024-10-21,Suitable
10,1,0,Ramnagar,306.0,14.585714285714287,2.857142857142857,1.5714285714285714,49.142857142857146,286,2024-10-22,Suitable
10,2,0,Ramnagar,302.7142857142857,15.942857142857141,3.585714285714286,1.2857142857142858,62.857142857142854,328,2024-10-23,Overcrowded
10,3,0,Ramnagar,284.42857142857144,15.114285714285714,3.357142857142857,2.0,45.142857142857146,230,2024-10-24,Suitable
10,4,0,Ramnagar,305.14285714285717,15.614285714285714,3.7571428571428576,0.7142857142857143,51.714285714285715,298,2024-10-25,Suitable
10,5,0,Ramnagar,291.14285714285717,17.642857142857142,2.814285714285714,0.42857142857142855,39.857142857142854,317,2024-10-26,Overcrowded
10,6,0,Ramnagar,288.0,17.1,3.014285714285714,0.8571428571428571,61.285714285714285,214,2024-10-27,Suitable
10,0,0,Ramnagar,269.7142857142857,15.914285714285713,3.2571428571428567,0.42857142857142855,39.57142857142857,331,2024-10-28,Overcrowded
10,1,0,Ramnagar,326.2857142857143,13.728571428571428,2.842857142857143,0.7142857142857143,48.142857142857146,202,2024-10-29,Suitable
10,2,0,Ramnagar,329.2857142857143,18.842857142857145,2.642857142857143,1.2857142857142858,45.285714285714285,272,2024-10-30,Suitable
