site,date,tourists,temp,precip,event_count,trend_score
Panchachuli Peaks,2022-06-22,257,10.4,0.0,0,53
Panchachuli Peaks,2022-06-23,265,7.9,2.3,0,31
Panchachuli Peaks,2022-06-24,376,4.3,0.0,0,64
Panchachuli Peaks,2022-06-25,307,5.6,0.5,0,47
Panchachuli Peaks,2022-06-26,323,10.9,0.0,1,31
Panchachuli Peaks,2022-06-27,352,8.6,1.2,0,74
Panchachuli Peaks,2022-06-28,343,6.0,1.7,0,41
Panchachuli Peaks,2022-06-29,281,6.7,1.2,0,94
Panchachuli Peaks,2022-06-30,250,10.7,0.5,1,81
Panchachuli Peaks,2022-07-01,233,7.1,6.6,0,29
Panchachuli Peaks,2022-07-02,185,0.6,4.3,0,74
Panchachuli Peaks,2022-07-03,215,7.5,6.4,0,30
Panchachuli Peaks,2022-07-04,121,4.7,8.5,1,34
Panchachuli Peaks,2022-07-05,202,8.2,5.7,0,43
Panchachuli Peaks,2022-07-06,183,-1.1,5.2,1,45
Panchachuli Peaks,2022-07-07,181,0.9,4.0,0,61
Panchachuli Peaks,2022-07-08,213,2.5,6.1,0,31
Panchachuli Peaks,2022-07-09,203,3.3,7.8,0,66
Panchachuli Peaks,2022-07-10,207,8.5,5.7,0,51
Panchachuli Peaks,2022-07-11,196,0.7,5.3,0,18
Panchachuli Peaks,2022-07-12,235,0.9,6.5,0,63
Panchachuli Peaks,2022-07-13,168,8.1,6.1,1,81
Panchachuli Peaks,2022-07-14,179,6.2,4.7,0,66
Panchachuli Peaks,2022-07-15,151,2.4,5.7,0,72
Panchachuli Peaks,2022-07-16,200,-0.5,6.3,0,66
Panchachuli Peaks,2022-07-17,279,7.1,6.4,1,61
Panchachuli Peaks,2022-07-18,158,-0.2,6.1,2,10
Panchachuli Peaks,2022-07-19,207,6.3,5.2,0,27
Panchachuli Peaks,2022-07-20,262,0.6,5.9,0,55
Panchachuli Peaks,2022-07-21,230,2.7,5.7,0,80
Panchachuli Peaks,2022-07-22,201,5.4,6.3,0,79
Panchachuli Peaks,2022-07-23,110,7.8,6.3,0,56
Panchachuli Peaks,2022-07-24,128,3.9,7.7,0,56
Panchachuli Peaks,2022-07-25,219,2.3,5.3,0,73
Panchachuli Peaks,2022-07-26,207,5.1,6.6,0,82
Panchachuli Peaks,2022-07-27,174,5.8,5.3,0,44
Panchachuli Peaks,2022-07-28,146,5.1,6.7,0,34
Panchachuli Peaks,2022-07-29,162,7.4,7.4,0,30
Panchachuli Peaks,2022-07-30,155,2.0,6.6,0,70
Panchachuli Peaks,2022-07-31,224,3.6,3.9,0,56
Panchachuli Peaks,2022-08-01,226,3.1,5.5,0,38
Panchachuli Peaks,2022-08-02,127,-1.1,6.2,0,40
Panchachuli Peaks,2022-08-03,165,-0.9,6.0,0,74
Panchachuli Peaks,2022-08-04,188,-3.2,4.1,0,66
Panchachuli Peaks,2022-08-05,203,-3.8,5.0,0,15
Panchachuli Peaks,2022-08-06,190,6.8,6.8,0,52
Panchachuli Peaks,2022-08-07,131,4.0,7.1,0,27
Panchachuli Peaks,2022-08-08,197,8.2,6.6,1,60
Panchachuli Peaks,2022-08-09,157,-2.9,5.6,1,56
Panchachuli Peaks,2022-08-10,241,-3.5,7.8,0,66
Panchachuli Peaks,2022-08-11,233,-4.4,7.3,0,83
Panchachuli Peaks,2022-08-12,259,-0.7,5.0,1,39
Panchachuli Peaks,2022-08-13,156,-1.5,5.2,0,33
Panchachuli Peaks,2022-08-14,207,0.1,6.0,0,53
Panchachuli Peaks,2022-08-15,245,-3.1,6.7,1,70
Panchachuli Peaks,2022-08-16,172,-0.7,5.5,0,45
Panchachuli Peaks,2022-08-17,154,2.5,8.1,0,40
Panchachuli Peaks,2022-08-18,202,-4.4,4.7,0,68
Panchachuli Peaks,2022-08-19,211,-2.8,6.9,1,70
Panchachuli Peaks,2022-08-20,161,1.1,6.0,0,87
Panchachuli Peaks,2022-08-21,217,-3.6,5.5,0,68
Panchachuli Peaks,2022-08-22,248,-4.7,5.7,0,57
Panchachuli Peaks,2022-08-23,187,-5.7,6.5,1,50
Panchachuli Peaks,2022-08-24,276,-3.7,6.2,1,66
Panchachuli Peaks,2022-08-25,244,-4.3,6.3,0,44
Panchachuli Peaks,2022-08-26,270,0.1,7.0,0,44
Panchachuli Peaks,2022-08-27,259,-0.2,6.0,0,60
Panchachuli Peaks,2022-08-28,181,-0.0,6.8,0,21
Panchachuli Peaks,2022-08-29,204,3.1,5.7,2,53
Panchachuli Peaks,2022-08-30,193,-0.8,5.4,0,39
Panchachuli Peaks,2022-08-31,192,4.8,5.5,0,86
Panchachuli Peaks,2022-09-01,315,-4.4,0.0,1,60
Panchachuli Peaks,2022-09-02,320,-4.4,1.1,0,43
Panchachuli Peaks,2022-09-03,304,-3.7,0.4,0,59
Panchachuli Peaks,2022-09-04,242,1.2,1.1,0,61
Panchachuli Peaks,2022-09-05,274,-4.9,0.7,0,85
Panchachuli Peaks,2022-09-06,255,-3.2,0.6,0,71
Panchachuli Peaks,2022-09-07,244,1.6,0.0,1,15
Panchachuli Peaks,2022-09-08,260,-3.1,0.1,0,34
Panchachuli Peaks,2022-09-09,295,-3.4,2.2,0,50
Panchachuli Peaks,2022-09-10,234,-4.6,0.0,0,49
Panchachuli Peaks,2022-09-11,394,-8.5,0.0,0,45
Panchachuli Peaks,2022-09-12,278,-8.2,0.0,0,66
Panchachuli Peaks,2022-09-13,297,-4.7,1.2,0,75
Panchachuli Peaks,2022-09-14,256,-7.7,0.4,1,39
Panchachuli Peaks,2022-09-15,275,0.5,0.4,1,50
Panchachuli Peaks,2022-09-16,310,-7.1,1.5,0,36
Panchachuli Peaks,2022-09-17,327,-5.5,2.1,1,50
Panchachuli Peaks,2022-09-18,276,-5.5,2.7,0,17
Panchachuli Peaks,2022-09-19,355,-4.4,0.1,0,36
Panchachuli Peaks,2022-09-20,251,-7.4,0.7,0,47
Panchachuli Peaks,2022-09-21,315,-6.4,0.6,0,74
Panchachuli Peaks,2022-09-22,220,-5.3,0.6,0,30
Panchachuli Peaks,2022-09-23,262,-2.7,0.0,0,87
Panchachuli Peaks,2022-09-24,321,-4.5,0.7,0,52
Panchachuli Peaks,2022-09-25,310,-7.6,1.2,0,44
Panchachuli Peaks,2022-09-26,267,-4.8,0.0,0,93
Panchachuli Peaks,2022-09-27,319,-14.8,0.0,0,20
Panchachuli Peaks,2022-09-28,311,-6.2,1.9,0,65
Panchachuli Peaks,2022-09-29,265,-3.2,1.3,0,52
Panchachuli Peaks,2022-09-30,220,-3.8,1.3,0,57
Panchachuli Peaks,2022-10-01,342,-2.6,0.0,0,34
Panchachuli Peaks,2022-10-02,350,-9.6,1.4,1,14
Panchachuli Peaks,2022-10-03,288,-5.1,1.6,0,46
Panchachuli Peaks,2022-10-04,260,-5.6,0.8,0,25
Panchachuli Peaks,2022-10-05,370,-5.7,1.5,1,80
Panchachuli Peaks,2022-10-06,289,-7.2,1.0,0,72
Panchachuli Peaks,2022-10-07,288,-2.8,1.0,0,36
Panchachuli Peaks,2022-10-08,289,-5.8,1.9,2,84
Panchachuli Peaks,2022-10-09,271,-2.9,0.9,1,21
Panchachuli Peaks,2022-10-10,324,0.1,1.1,2,43
Panchachuli Peaks,2022-10-11,218,-7.5,1.8,0,45
Panchachuli Peaks,2022-10-12,293,-7.4,0.1,1,17
Panchachuli Peaks,2022-10-13,306,-1.3,2.2,1,39
Panchachuli Peaks,2022-10-14,275,-7.0,0.4,0,72
Panchachuli Peaks,2022-10-15,301,-6.5,1.6,2,51
Panchachuli Peaks,2022-10-16,286,-3.6,1.1,2,73
Panchachuli Peaks,2022-10-17,348,-6.6,1.3,0,35
Panchachuli Peaks,2022-10-18,166,-10.5,1.9,3,7
Panchachuli Peaks,2022-10-19,301,-2.6,0.4,0,36
Panchachuli Peaks,2022-10-20,303,-0.8,2.5,1,28
Panchachuli Peaks,2022-10-21,291,-5.4,2.0,0,27
Panchachuli Peaks,2022-10-22,265,-6.0,0.0,3,21
Panchachuli Peaks,2022-10-23,261,-1.6,0.4,1,51
Panchachuli Peaks,2022-10-24,326,-4.9,0.4,1,62
Panchachuli Peaks,2022-10-25,266,-11.6,3.0,5,55
Panchachuli Peaks,2022-10-26,346,-10.1,0.5,1,49
Panchachuli Peaks,2022-10-27,246,-3.7,0.5,1,54
Panchachuli Peaks,2022-10-28,317,-7.7,2.6,5,60
Panchachuli Peaks,2022-10-29,305,-8.1,0.0,1,71
Panchachuli Peaks,2022-10-30,302,-4.2,1.8,1,32
Panchachuli Peaks,2022-10-31,262,-3.8,3.0,0,59
Panchachuli Peaks,2022-11-01,329,-8.1,0.7,0,63
Panchachuli Peaks,2022-11-02,286,-4.1,1.5,1,15
Panchachuli Peaks,2022-11-03,248,-8.0,1.9,1,55
Panchachuli Peaks,2022-11-04,287,-2.2,0.8,0,77
Panchachuli Peaks,2022-11-05,316,-2.1,0.8,1,52
Panchachuli Peaks,2022-11-06,243,-13.8,1.1,2,21
Panchachuli Peaks,2022-11-07,252,-1.1,0.0,2,54
Panchachuli Peaks,2022-11-08,342,-1.0,2.2,2,78
Panchachuli Peaks,2022-11-09,316,-5.3,0.0,1,100
Panchachuli Peaks,2022-11-10,385,-4.8,1.7,0,68
Panchachuli Peaks,2022-11-11,304,-3.0,1.5,0,81
Panchachuli Peaks,2022-11-12,263,-3.9,0.0,2,19
Panchachuli Peaks,2022-11-13,337,1.9,3.6,1,0
Panchachuli Peaks,2022-11-14,275,-7.5,1.6,2,51
Panchachuli Peaks,2022-11-15,349,-7.2,0.8,2,87
Panchachuli Peaks,2022-11-16,204,-7.0,1.9,0,44
Panchachuli Peaks,2022-11-17,250,-2.6,0.5,1,49
Panchachuli Peaks,2022-11-18,248,-6.8,0.7,0,26
Panchachuli Peaks,2022-11-19,238,-1.3,1.3,0,23
Panchachuli Peaks,2022-11-20,391,-2.3,1.0,2,60
Panchachuli Peaks,2022-11-21,290,1.1,0.5,0,34
Panchachuli Peaks,2022-11-22,207,-5.4,0.0,1,38
Panchachuli Peaks,2022-11-23,253,-2.3,2.0,1,53
Panchachuli Peaks,2022-11-24,304,-5.9,0.0,2,90
Panchachuli Peaks,2022-11-25,311,-6.3,0.2,2,40
Panchachuli Peaks,2022-11-26,331,-1.6,1.4,0,29
Panchachuli Peaks,2022-11-27,330,-8.9,0.1,1,37
Panchachuli Peaks,2022-11-28,385,-3.5,0.0,2,72
Panchachuli Peaks,2022-11-29,192,0.6,2.5,0,66
Panchachuli Peaks,2022-11-30,273,1.2,0.5,0,9
Panchachuli Peaks,2022-12-01,222,3.2,0.0,0,60
Panchachuli Peaks,2022-12-02,301,-2.3,0.4,0,72
Panchachuli Peaks,2022-12-03,199,0.3,1.2,0,18
Panchachuli Peaks,2022-12-04,208,-3.2,1.0,0,63
Panchachuli Peaks,2022-12-05,264,-1.6,3.1,0,82
Panchachuli Peaks,2022-12-06,237,-0.9,2.9,0,59
Panchachuli Peaks,2022-12-07,220,-3.4,1.0,0,76
Panchachuli Peaks,2022-12-08,215,-1.5,1.2,0,55
Panchachuli Peaks,2022-12-09,210,-2.3,1.5,0,47
Panchachuli Peaks,2022-12-10,183,0.3,0.8,1,58
Panchachuli Peaks,2022-12-11,154,1.6,2.1,0,41
Panchachuli Peaks,2022-12-12,290,0.2,1.4,0,77
Panchachuli Peaks,2022-12-13,159,-1.9,1.9,0,64
Panchachuli Peaks,2022-12-14,174,-2.7,1.4,0,21
Panchachuli Peaks,2022-12-15,272,-3.1,1.7,1,25
Panchachuli Peaks,2022-12-16,97,-2.7,1.5,0,57
Panchachuli Peaks,2022-12-17,135,-0.2,1.1,1,23
Panchachuli Peaks,2022-12-18,232,0.5,0.0,0,62
Panchachuli Peaks,2022-12-19,196,0.5,2.4,0,71
Panchachuli Peaks,2022-12-20,198,-4.2,1.6,1,64
Panchachuli Peaks,2022-12-21,214,-0.7,2.4,0,42
Panchachuli Peaks,2022-12-22,288,-2.7,0.3,1,58
Panchachuli Peaks,2022-12-23,223,-3.0,1.0,1,61
Panchachuli Peaks,2022-12-24,145,2.5,2.3,0,67
Panchachuli Peaks,2022-12-25,199,-4.3,1.0,0,44
Panchachuli Peaks,2022-12-26,134,1.3,0.1,0,51
Panchachuli Peaks,2022-12-27,208,-4.9,1.0,0,17
Panchachuli Peaks,2022-12-28,232,-2.2,0.0,0,40
Panchachuli Peaks,2022-12-29,244,-1.7,1.8,0,38
Panchachuli Peaks,2022-12-30,215,-0.1,0.4,0,70
Panchachuli Peaks,2022-12-31,247,2.6,0.0,0,64
Panchachuli Peaks,2023-01-01,155,-0.5,0.7,0,48
Panchachuli Peaks,2023-01-02,216,5.4,0.7,1,58
Panchachuli Peaks,2023-01-03,204,5.1,2.0,1,48
Panchachuli Peaks,2023-01-04,166,7.3,1.5,0,45
Panchachuli Peaks,2023-01-05,118,3.1,2.1,0,34
Panchachuli Peaks,2023-01-06,113,4.9,0.8,0,70
Panchachuli Peaks,2023-01-07,149,3.6,1.0,0,60
Panchachuli Peaks,2023-01-08,308,6.6,0.8,0,38
Panchachuli Peaks,2023-01-09,221,2.8,1.7,0,96
Panchachuli Peaks,2023-01-10,174,3.8,0.0,0,31
Panchachuli Peaks,2023-01-11,191,1.1,0.3,1,64
Panchachuli Peaks,2023-01-12,159,6.3,0.0,1,82
Panchachuli Peaks,2023-01-13,214,5.1,2.0,1,56
Panchachuli Peaks,2023-01-14,183,5.5,0.4,0,33
Panchachuli Peaks,2023-01-15,191,3.1,0.6,0,61
Panchachuli Peaks,2023-01-16,184,6.1,3.0,0,47
Panchachuli Peaks,2023-01-17,168,5.8,0.0,0,31
Panchachuli Peaks,2023-01-18,216,1.2,2.0,1,86
Panchachuli Peaks,2023-01-19,249,3.2,1.2,0,47
Panchachuli Peaks,2023-01-20,192,8.9,0.4,0,44
Panchachuli Peaks,2023-01-21,200,5.2,0.6,0,60
Panchachuli Peaks,2023-01-22,99,7.2,1.1,0,24
Panchachuli Peaks,2023-01-23,187,-0.2,0.0,0,63
Panchachuli Peaks,2023-01-24,204,0.7,0.0,0,45
Panchachuli Peaks,2023-01-25,194,9.1,0.6,1,47
Panchachuli Peaks,2023-01-26,219,0.3,0.4,0,83
Panchachuli Peaks,2023-01-27,206,11.8,2.5,0,29
Panchachuli Peaks,2023-01-28,164,-2.1,0.6,0,82
Panchachuli Peaks,2023-01-29,175,6.5,1.3,0,55
Panchachuli Peaks,2023-01-30,143,9.0,0.0,0,61
Panchachuli Peaks,2023-01-31,164,6.2,1.0,0,64
Panchachuli Peaks,2023-02-01,205,10.5,1.5,0,50
Panchachuli Peaks,2023-02-02,219,3.2,1.7,0,32
Panchachuli Peaks,2023-02-03,239,7.0,0.0,0,52
Panchachuli Peaks,2023-02-04,154,12.0,1.5,1,86
Panchachuli Peaks,2023-02-05,219,12.0,0.8,0,53
Panchachuli Peaks,2023-02-06,175,9.4,0.8,0,37
Panchachuli Peaks,2023-02-07,160,6.5,0.3,1,30
Panchachuli Peaks,2023-02-08,158,15.4,2.8,0,80
Panchachuli Peaks,2023-02-09,203,8.9,0.5,0,51
Panchachuli Peaks,2023-02-10,228,10.6,1.0,2,41
Panchachuli Peaks,2023-02-11,202,8.0,0.4,0,53
Panchachuli Peaks,2023-02-12,153,10.7,1.6,0,49
Panchachuli Peaks,2023-02-13,203,10.0,2.4,0,39
Panchachuli Peaks,2023-02-14,108,11.9,2.2,0,46
Panchachuli Peaks,2023-02-15,230,3.1,1.4,2,95
Panchachuli Peaks,2023-02-16,207,11.1,0.1,0,66
Panchachuli Peaks,2023-02-17,240,8.6,1.0,0,34
Panchachuli Peaks,2023-02-18,113,9.9,1.1,0,19
Panchachuli Peaks,2023-02-19,343,11.7,0.7,0,68
Panchachuli Peaks,2023-02-20,218,8.3,0.4,0,55
Panchachuli Peaks,2023-02-21,157,15.0,3.0,0,67
Panchachuli Peaks,2023-02-22,217,9.6,0.3,1,64
Panchachuli Peaks,2023-02-23,246,7.2,1.3,0,49
Panchachuli Peaks,2023-02-24,230,14.3,2.8,0,77
Panchachuli Peaks,2023-02-25,238,11.6,0.6,0,42
Panchachuli Peaks,2023-02-26,243,10.0,0.7,0,45
Panchachuli Peaks,2023-02-27,228,6.5,1.8,0,60
Panchachuli Peaks,2023-02-28,201,5.1,2.3,0,36
Panchachuli Peaks,2023-03-01,170,15.2,1.3,1,47
Panchachuli Peaks,2023-03-02,193,13.9,0.2,1,73
Panchachuli Peaks,2023-03-03,221,12.6,3.3,0,40
Panchachuli Peaks,2023-03-04,175,14.7,1.4,1,2
Panchachuli Peaks,2023-03-05,83,8.3,0.5,1,40
Panchachuli Peaks,2023-03-06,92,13.2,0.0,1,45
Panchachuli Peaks,2023-03-07,216,17.3,0.0,2,46
Panchachuli Peaks,2023-03-08,217,10.8,1.8,4,25
Panchachuli Peaks,2023-03-09,200,14.1,1.6,0,63
Panchachuli Peaks,2023-03-10,315,12.8,0.4,2,27
Panchachuli Peaks,2023-03-11,191,11.8,0.5,0,66
Panchachuli Peaks,2023-03-12,169,7.7,2.0,3,49
Panchachuli Peaks,2023-03-13,158,9.6,1.4,1,38
Panchachuli Peaks,2023-03-14,159,18.1,0.0,1,57
Panchachuli Peaks,2023-03-15,219,12.2,1.7,3,43
Panchachuli Peaks,2023-03-16,268,11.4,0.6,0,67
Panchachuli Peaks,2023-03-17,272,8.9,1.4,1,27
Panchachuli Peaks,2023-03-18,250,12.6,0.8,0,55
Panchachuli Peaks,2023-03-19,160,10.8,0.6,1,47
Panchachuli Peaks,2023-03-20,157,14.5,0.3,0,52
Panchachuli Peaks,2023-03-21,220,16.5,0.1,1,52
Panchachuli Peaks,2023-03-22,233,10.0,0.5,1,64
Panchachuli Peaks,2023-03-23,219,12.4,0.2,1,73
Panchachuli Peaks,2023-03-24,229,13.3,0.0,1,68
Panchachuli Peaks,2023-03-25,285,12.0,1.4,1,56
Panchachuli Peaks,2023-03-26,201,12.2,0.4,2,38
Panchachuli Peaks,2023-03-27,150,6.9,1.2,2,73
Panchachuli Peaks,2023-03-28,164,12.7,1.4,1,100
Panchachuli Peaks,2023-03-29,126,10.8,0.4,2,76
Panchachuli Peaks,2023-03-30,238,7.1,1.5,1,53
Panchachuli Peaks,2023-03-31,211,11.3,0.7,2,27
Panchachuli Peaks,2023-04-01,224,18.5,1.0,1,39
Panchachuli Peaks,2023-04-02,330,11.6,0.0,1,34
Panchachuli Peaks,2023-04-03,256,14.6,0.7,0,48
Panchachuli Peaks,2023-04-04,352,6.6,0.7,0,50
Panchachuli Peaks,2023-04-05,166,14.5,1.8,1,32
Panchachuli Peaks,2023-04-06,263,9.4,1.5,1,44
Panchachuli Peaks,2023-04-07,277,19.0,0.1,2,78
Panchachuli Peaks,2023-04-08,274,16.9,0.0,1,51
Panchachuli Peaks,2023-04-09,239,11.1,1.0,0,53
Panchachuli Peaks,2023-04-10,331,12.5,0.7,0,6
Panchachuli Peaks,2023-04-11,309,11.9,0.1,2,64
Panchachuli Peaks,2023-04-12,306,21.5,0.3,0,56
Panchachuli Peaks,2023-04-13,356,18.5,1.3,0,44
Panchachuli Peaks,2023-04-14,243,13.0,2.7,0,54
Panchachuli Peaks,2023-04-15,315,13.7,0.8,1,29
Panchachuli Peaks,2023-04-16,319,13.1,0.0,2,34
Panchachuli Peaks,2023-04-17,398,15.6,0.3,1,58
Panchachuli Peaks,2023-04-18,362,19.0,2.3,0,76
Panchachuli Peaks,2023-04-19,253,16.9,1.6,1,45
Panchachuli Peaks,2023-04-20,269,9.7,1.7,2,25
Panchachuli Peaks,2023-04-21,317,20.4,0.3,2,78
Panchachuli Peaks,2023-04-22,271,12.7,2.8,2,45
Panchachuli Peaks,2023-04-23,374,13.1,0.0,0,32
Panchachuli Peaks,2023-04-24,272,13.1,0.7,0,50
Panchachuli Peaks,2023-04-25,271,7.0,0.7,1,27
Panchachuli Peaks,2023-04-26,258,12.3,0.0,3,63
Panchachuli Peaks,2023-04-27,228,10.2,0.8,1,40
Panchachuli Peaks,2023-04-28,326,11.8,2.0,4,27
Panchachuli Peaks,2023-04-29,330,18.8,0.5,1,39
Panchachuli Peaks,2023-04-30,314,11.4,2.4,0,55
Panchachuli Peaks,2023-05-01,301,11.1,0.9,0,38
Panchachuli Peaks,2023-05-02,301,13.1,0.4,0,5
Panchachuli Peaks,2023-05-03,315,15.7,0.0,0,62
Panchachuli Peaks,2023-05-04,230,11.3,1.2,0,63
Panchachuli Peaks,2023-05-05,241,11.3,3.0,0,22
Panchachuli Peaks,2023-05-06,335,11.8,0.0,0,0
Panchachuli Peaks,2023-05-07,319,16.8,0.8,1,71
Panchachuli Peaks,2023-05-08,376,12.2,0.0,0,54
Panchachuli Peaks,2023-05-09,318,7.3,0.0,0,50
Panchachuli Peaks,2023-05-10,230,12.8,0.6,0,20
Panchachuli Peaks,2023-05-11,388,13.3,0.7,0,55
Panchachuli Peaks,2023-05-12,196,15.8,0.8,0,30
Panchachuli Peaks,2023-05-13,266,10.8,0.8,0,43
Panchachuli Peaks,2023-05-14,322,15.0,1.6,1,38
Panchachuli Peaks,2023-05-15,292,11.2,0.4,0,29
Panchachuli Peaks,2023-05-16,414,8.7,0.7,0,61
Panchachuli Peaks,2023-05-17,322,11.2,2.9,0,67
Panchachuli Peaks,2023-05-18,319,14.7,1.8,1,53
Panchachuli Peaks,2023-05-19,353,10.8,1.3,0,86
Panchachuli Peaks,2023-05-20,294,12.4,0.3,0,37
Panchachuli Peaks,2023-05-21,338,14.3,1.5,0,24
Panchachuli Peaks,2023-05-22,290,7.6,2.9,0,41
Panchachuli Peaks,2023-05-23,243,12.4,1.0,0,67
Panchachuli Peaks,2023-05-24,281,8.9,1.8,0,37
Panchachuli Peaks,2023-05-25,295,13.4,1.6,0,73
Panchachuli Peaks,2023-05-26,329,13.3,1.0,1,81
Panchachuli Peaks,2023-05-27,370,16.5,1.1,0,61
Panchachuli Peaks,2023-05-28,366,7.6,0.4,0,42
Panchachuli Peaks,2023-05-29,360,14.9,1.8,2,27
Panchachuli Peaks,2023-05-30,300,13.4,1.1,0,44
Panchachuli Peaks,2023-05-31,312,9.6,0.0,0,36
Panchachuli Peaks,2023-06-01,264,8.6,2.4,0,90
Panchachuli Peaks,2023-06-02,276,9.2,1.2,0,20
Panchachuli Peaks,2023-06-03,268,8.4,0.8,1,30
Panchachuli Peaks,2023-06-04,263,11.8,2.1,0,29
Panchachuli Peaks,2023-06-05,336,10.4,0.7,0,43
Panchachuli Peaks,2023-06-06,425,8.1,0.2,1,35
Panchachuli Peaks,2023-06-07,284,8.4,1.0,0,63
Panchachuli Peaks,2023-06-08,389,10.0,1.2,0,47
Panchachuli Peaks,2023-06-09,249,0.6,0.9,0,62
Panchachuli Peaks,2023-06-10,275,7.3,0.0,0,25
Panchachuli Peaks,2023-06-11,391,12.2,0.7,0,45
Panchachuli Peaks,2023-06-12,304,12.8,0.0,0,50
Panchachuli Peaks,2023-06-13,390,12.1,0.7,1,28
Panchachuli Peaks,2023-06-14,365,6.0,1.2,0,64
Panchachuli Peaks,2023-06-15,310,8.5,1.5,1,55
Panchachuli Peaks,2023-06-16,280,8.7,2.1,0,44
Panchachuli Peaks,2023-06-17,250,8.9,1.8,0,50
Panchachuli Peaks,2023-06-18,381,9.4,1.5,0,54
Panchachuli Peaks,2023-06-19,338,8.3,1.2,0,71
Panchachuli Peaks,2023-06-20,301,8.6,0.5,0,31
Panchachuli Peaks,2023-06-21,293,7.9,0.9,0,65
Panchachuli Peaks,2023-06-22,356,9.3,0.0,1,47
Panchachuli Peaks,2023-06-23,290,12.5,0.0,0,18
Panchachuli Peaks,2023-06-24,329,10.4,1.4,1,13
Panchachuli Peaks,2023-06-25,348,10.5,2.5,0,43
Panchachuli Peaks,2023-06-26,362,5.1,0.8,0,36
Panchachuli Peaks,2023-06-27,324,8.3,2.3,0,48
Panchachuli Peaks,2023-06-28,346,9.2,0.7,0,33
Panchachuli Peaks,2023-06-29,304,11.3,0.4,0,46
Panchachuli Peaks,2023-06-30,282,8.9,0.5,1,70
Panchachuli Peaks,2023-07-01,209,4.3,5.5,0,47
Panchachuli Peaks,2023-07-02,265,-1.2,6.5,0,73
Panchachuli Peaks,2023-07-03,186,9.1,6.1,1,56
Panchachuli Peaks,2023-07-04,215,5.2,5.9,0,37
Panchachuli Peaks,2023-07-05,144,4.4,5.2,1,21
Panchachuli Peaks,2023-07-06,223,8.0,8.4,0,38
Panchachuli Peaks,2023-07-07,192,1.8,5.8,0,60
Panchachuli Peaks,2023-07-08,256,7.1,6.0,0,94
Panchachuli Peaks,2023-07-09,100,3.3,5.7,0,47
Panchachuli Peaks,2023-07-10,245,4.5,7.4,0,34
Panchachuli Peaks,2023-07-11,285,4.1,5.1,0,48
Panchachuli Peaks,2023-07-12,261,-0.5,5.4,0,43
Panchachuli Peaks,2023-07-13,221,5.3,5.5,1,31
Panchachuli Peaks,2023-07-14,204,5.3,6.1,1,66
Panchachuli Peaks,2023-07-15,173,5.2,7.1,0,26
Panchachuli Peaks,2023-07-16,163,0.5,6.8,0,49
Panchachuli Peaks,2023-07-17,177,1.0,6.4,0,49
Panchachuli Peaks,2023-07-18,316,3.3,6.8,0,72
Panchachuli Peaks,2023-07-19,203,5.9,7.2,1,63
Panchachuli Peaks,2023-07-20,225,3.7,5.1,0,81
Panchachuli Peaks,2023-07-21,195,8.2,5.5,0,29
Panchachuli Peaks,2023-07-22,149,7.4,5.8,0,44
Panchachuli Peaks,2023-07-23,267,4.3,6.9,1,42
Panchachuli Peaks,2023-07-24,276,2.5,4.9,0,71
Panchachuli Peaks,2023-07-25,192,3.9,4.9,0,28
Panchachuli Peaks,2023-07-26,201,1.8,7.2,1,55
Panchachuli Peaks,2023-07-27,225,4.9,4.2,0,31
Panchachuli Peaks,2023-07-28,301,6.1,6.0,1,22
Panchachuli Peaks,2023-07-29,226,3.0,6.6,0,0
Panchachuli Peaks,2023-07-30,188,-0.2,6.3,1,22
Panchachuli Peaks,2023-07-31,231,13.7,7.2,1,68
Panchachuli Peaks,2023-08-01,245,1.2,6.6,0,52
Panchachuli Peaks,2023-08-02,164,-6.6,6.4,0,80
Panchachuli Peaks,2023-08-03,233,-0.1,6.2,0,61
Panchachuli Peaks,2023-08-04,184,2.3,6.0,0,24
Panchachuli Peaks,2023-08-05,231,0.5,6.0,0,49
Panchachuli Peaks,2023-08-06,208,-7.9,5.8,0,32
Panchachuli Peaks,2023-08-07,222,1.7,4.3,0,41
Panchachuli Peaks,2023-08-08,241,-8.0,5.0,0,32
Panchachuli Peaks,2023-08-09,193,-4.8,5.5,1,67
Panchachuli Peaks,2023-08-10,175,-2.5,5.0,1,45
Panchachuli Peaks,2023-08-11,196,-6.2,6.7,0,17
Panchachuli Peaks,2023-08-12,219,-3.6,6.0,0,84
Panchachuli Peaks,2023-08-13,104,-4.0,6.3,0,66
Panchachuli Peaks,2023-08-14,167,4.0,7.0,0,59
Panchachuli Peaks,2023-08-15,195,-3.6,6.1,0,63
Panchachuli Peaks,2023-08-16,169,-3.4,5.7,0,37
Panchachuli Peaks,2023-08-17,242,-2.0,6.1,1,47
Panchachuli Peaks,2023-08-18,228,0.7,4.6,0,29
Panchachuli Peaks,2023-08-19,206,-3.1,6.0,0,22
Panchachuli Peaks,2023-08-20,187,-3.9,6.6,0,27
Panchachuli Peaks,2023-08-21,207,-2.4,7.8,0,42
Panchachuli Peaks,2023-08-22,231,-5.8,6.3,1,15
Panchachuli Peaks,2023-08-23,202,0.0,6.3,0,76
Panchachuli Peaks,2023-08-24,221,0.1,5.7,1,69
Panchachuli Peaks,2023-08-25,127,0.5,5.1,1,55
Panchachuli Peaks,2023-08-26,292,-4.7,6.1,0,48
Panchachuli Peaks,2023-08-27,207,-2.1,5.6,0,57
